"ofPotentialPtswonFedExCupRegularSeason_RANKTHISWEEK_2012","ofPotentialPtswonFedExCupRegularSeason_RANKLASTWEEK_2012","ofPotentialPtswonFedExCupRegularSeason_PLAYERNAME_2012","ofPotentialPtswonFedExCupRegularSeason_EVENTS_2012","ofPotentialPtswonFedExCupRegularSeason_Pct_2012","ofPotentialPtswonFedExCupRegularSeason_POINTSWON_2012","ofPotentialPtswonFedExCupRegularSeason_POTENTIALPTS_2012","ofPotentialPtswonFedExCupRegularSeason_OFWINS_2012","ofPotentialPtswonFedExCupRegularSeason_OFTOP10S_2012","stat_name","year"
242,242,"Paul Casey",9,0.39,19,4950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
243,243,"Robert Gamez",8,0.3,9,3000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
244,244,"Fran Quinn",5,0.27,6,2250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
245,245,"Hank Kuehne",12,0.22,10,4500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
246,246,"David Duval",17,0.2,16,7850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
247,247,"Peter Lonard",4,0.16,2,1250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
248,248,"Jose Maria Olazabal",5,0.15,4,2450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
248,248,"Omar Uresti",4,0.15,3,1750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
250,250,"Zack Miller",12,0.14,5,3750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
251,251,"Kevin Sutherland",4,0.1,2,2000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
251,251,"Tom Watson",3,0.1,2,1700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
253,253,"Jesper Parnevik",3,0.06,1,1500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
254,254,"Neal Lancaster",8,0.05,2,4000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
254,254,"Kirk Triplett",3,0.05,NA,1000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
256,256,"Stephen Gangluff",23,0.04,3,8500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
256,256,"Matt McQuillan",11,0.04,2,4250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2012
