"ofPotentialPtswonFedExCupRegularSeason_RANKTHISWEEK_2009","ofPotentialPtswonFedExCupRegularSeason_RANKLASTWEEK_2009","ofPotentialPtswonFedExCupRegularSeason_PLAYERNAME_2009","ofPotentialPtswonFedExCupRegularSeason_EVENTS_2009","ofPotentialPtswonFedExCupRegularSeason_Pct_2009","ofPotentialPtswonFedExCupRegularSeason_POINTSWON_2009","ofPotentialPtswonFedExCupRegularSeason_POTENTIALPTS_2009","ofPotentialPtswonFedExCupRegularSeason_OFWINS_2009","ofPotentialPtswonFedExCupRegularSeason_OFTOP10S_2009","stat_name","year"
242,242,"Troy Kelly",17,0.2,15,7250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2009
243,243,"David Gossett",5,0.18,4,2000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2009
244,244,"Brian Bateman",25,0.17,17,10000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2009
245,245,"Steve Allan",17,0.13,10,7600,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2009
246,246,"Matthew Borchert",19,0.11,8,7500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2009
247,247,"Billy Andrade",17,0.1,7,7750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2009
248,248,"Mark OMeara",2,0.08,1,1200,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2009
249,249,"Tyler Aldridge",17,0.07,5,7000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2009
250,250,"Greg Norman",3,0.06,1,1700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2009
251,251,"Steve Pate",4,0.05,1,1500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2009
252,252,"Paul Azinger",8,0.03,1,3850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2009
252,252,"Olin Browne",9,0.03,1,3750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2009
252,252,"Robin Freeman",5,0.03,1,1750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2009
252,252,"JL Lewis",4,0.03,NA,1500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2009
