"ofPotentialPtswonFedExCupRegularSeason_RANKTHISWEEK_2015","ofPotentialPtswonFedExCupRegularSeason_RANKLASTWEEK_2015","ofPotentialPtswonFedExCupRegularSeason_PLAYERNAME_2015","ofPotentialPtswonFedExCupRegularSeason_EVENTS_2015","ofPotentialPtswonFedExCupRegularSeason_Pct_2015","ofPotentialPtswonFedExCupRegularSeason_POINTSWON_2015","ofPotentialPtswonFedExCupRegularSeason_POTENTIALPTS_2015","ofPotentialPtswonFedExCupRegularSeason_OFWINS_2015","ofPotentialPtswonFedExCupRegularSeason_OFTOP10S_2015","stat_name","year"
242,242,"Justin Hicks",14,0.61,41,6600,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
242,242,"Heath Slocum",22,0.61,62,10200,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
244,244,"Dudley Hart",8,0.55,22,4000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
245,245,"Woody Austin",11,0.54,29,5300,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
246,246,"Mike Weir",18,0.53,48,9100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
247,247,"Jim Renner",27,0.5,63,12700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
248,248,"Ted Purdy",3,0.44,4,900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
249,249,"Harrison Frazar",7,0.34,12,3500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
250,250,"Richard Sterne",18,0.33,29,8800,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
250,250,"Scott Verplank",13,0.33,21,6300,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
252,252,"Scott McCarron",7,0.29,9,2900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
253,253,"Len Mattiace",6,0.22,5,2400,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
254,254,"Patrick Cantlay",1,0.18,1,500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
255,255,"Steve Lowery",3,0.1,1,900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
256,256,"Brandt Jobe",6,0.08,2,2400,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
257,257,"Tom Watson",3,0.06,1,1700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
258,258,"Bernhard Langer",3,0.05,1,1800,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
259,259,"Tim Herron",7,0.03,1,2900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2015
