"ofPotentialPtswonFedExCupRegularSeason_RANKTHISWEEK_2011","ofPotentialPtswonFedExCupRegularSeason_RANKLASTWEEK_2011","ofPotentialPtswonFedExCupRegularSeason_PLAYERNAME_2011","ofPotentialPtswonFedExCupRegularSeason_EVENTS_2011","ofPotentialPtswonFedExCupRegularSeason_Pct_2011","ofPotentialPtswonFedExCupRegularSeason_POINTSWON_2011","ofPotentialPtswonFedExCupRegularSeason_POTENTIALPTS_2011","ofPotentialPtswonFedExCupRegularSeason_OFWINS_2011","ofPotentialPtswonFedExCupRegularSeason_OFTOP10S_2011","stat_name","year"
242,242,"Rich Beem",21,0.86,78,9100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
242,242,"Fran Quinn",10,0.86,30,3500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
244,244,"Jesper Parnevik",10,0.85,41,4750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
245,245,"Jeff Klauk",8,0.79,32,4000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
246,246,"Jamie Lovemark",9,0.72,31,4250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
247,247,"Ted Purdy",6,0.7,14,2000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
248,248,"Chris Baryla",20,0.65,49,7500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
249,249,"Joe Affrunti",6,0.42,11,2500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
249,249,"Notah Begay III",4,0.42,6,1500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
251,251,"Carl Paulson",11,0.41,15,3750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
251,251,"Duffy Waldorf",14,0.41,25,6000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
253,253,"Matt Weibring",5,0.38,9,2250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
254,254,"Scott Gordon",19,0.37,26,7000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
255,255,"Michael Sim",19,0.34,27,7850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
256,256,"Fred Funk",7,0.33,9,2750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
257,257,"JL Lewis",1,0.19,NA,250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
258,258,"Brian Bateman",1,0.18,NA,250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
259,259,"Jose Maria Olazabal",6,0.11,3,2950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
260,260,"Mark Brooks",5,0.09,2,2350,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
260,260,"Graham DeLaet",2,0.09,1,1000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
262,262,"Mark OMeara",3,0.08,1,1200,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
263,263,"Skip Kendall",6,0.05,1,2000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
264,264,"Mike Weir",15,0.02,2,7350,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
