"ofPotentialPtswonFedExCupRegularSeason_RANKTHISWEEK_2013","ofPotentialPtswonFedExCupRegularSeason_RANKLASTWEEK_2013","ofPotentialPtswonFedExCupRegularSeason_PLAYERNAME_2013","ofPotentialPtswonFedExCupRegularSeason_EVENTS_2013","ofPotentialPtswonFedExCupRegularSeason_Pct_2013","ofPotentialPtswonFedExCupRegularSeason_POINTSWON_2013","ofPotentialPtswonFedExCupRegularSeason_POTENTIALPTS_2013","ofPotentialPtswonFedExCupRegularSeason_OFWINS_2013","ofPotentialPtswonFedExCupRegularSeason_OFTOP10S_2013","stat_name","year"
242,242,"Michael Letzig",17,0.56,41,7400,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2013
243,243,"Neal Lancaster",6,0.54,16,3000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2013
244,244,"Jesper Parnevik",13,0.34,20,5800,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2013
245,245,"John Daly",12,0.31,18,5800,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2013
245,245,"Troy Kelly",10,0.31,15,4800,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2013
247,247,"Lee Janzen",11,0.16,8,4900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2013
248,248,"David Duval",8,0.14,5,3200,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2013
249,249,"Arjun Atwal",8,0.12,4,3400,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2013
250,250,"Frank Lickliter II",3,0.08,1,1100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2013
250,250,"Ted Purdy",3,0.08,1,1100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2013
252,252,"Todd Hamilton",4,0.06,1,1400,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2013
252,252,"Scott McCarron",8,0.06,2,3300,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2013
