"ofPotentialPtswonFedExCupRegularSeason_RANKTHISWEEK_2007","ofPotentialPtswonFedExCupRegularSeason_RANKLASTWEEK_2007","ofPotentialPtswonFedExCupRegularSeason_PLAYERNAME_2007","ofPotentialPtswonFedExCupRegularSeason_EVENTS_2007","ofPotentialPtswonFedExCupRegularSeason_Pct_2007","ofPotentialPtswonFedExCupRegularSeason_POINTSWON_2007","ofPotentialPtswonFedExCupRegularSeason_POTENTIALPTS_2007","ofPotentialPtswonFedExCupRegularSeason_OFWINS_2007","ofPotentialPtswonFedExCupRegularSeason_OFTOP10S_2007","stat_name","year"
239,239,"Wes Short Jr",12,0.36,184,51750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
240,240,"Matt Hendrix",24,0.34,238,69750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
241,241,"David Branshaw",30,0.33,324,99450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
241,241,"Todd Hamilton",28,0.33,358,108000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
243,243,"David Berganio Jr",3,0.32,44,13500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
243,243,"Willie Wood",6,0.32,44,13500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
245,245,"JL Lewis",4,0.28,51,18000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
246,246,"Jim Rutledge",23,0.26,178,67500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
247,247,"Phil Tataurangi",8,0.25,56,22500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
248,248,"Brandt Jobe",5,0.23,51,22500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
248,248,"Blaine McCallister",8,0.23,52,22500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
250,250,"Guy Boros",4,0.22,30,13500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
251,251,"Bryce Molder",21,0.19,107,56250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
252,252,"Paul Sheehan",11,0.11,52,45450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
253,253,"Scott Gump",12,0.09,28,31500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2007
